Loyalty Number,Loyalty_ID
189479,189479
189525,189525
189540,189540
189555,189555
189579,189579
189599,189599
189658,189658
189666,189666
189686,189686
189698,189698
189746,189746
189792,189792
189801,189801
189806,189806
189816,189816
189817,189817
189822,189822
189830,189830
189836,189836
189854,189854
189860,189860
189873,189873
189877,189877
189901,189901
189926,189926
189927,189927
189934,189934
189981,189981
190006,190006
190032,190032
190038,190038
190052,190052
190065,190065
190142,190142
190155,190155
190159,190159
190163,190163
190166,190166
190236,190236
190249,190249
190256,190256
190272,190272
190279,190279
190344,190344
190376,190376
190402,190402
190405,190405
190429,190429
190431,190431
190442,190442
190484,190484
190515,190515
190522,190522
190524,190524
190545,190545
190561,190561
190562,190562
190570,190570
190580,190580
190581,190581
190592,190592
190597,190597
190637,190637
190640,190640
190665,190665
190716,190716
190720,190720
190723,190723
190758,190758
190791,190791
190836,190836
190879,190879
190965,190965
190999,190999
191016,191016
191026,191026
191050,191050
191057,191057
191065,191065
191066,191066
191134,191134
191235,191235
191286,191286
191318,191318
191321,191321
191359,191359
191391,191391
191439,191439
191476,191476
191491,191491
191500,191500
191508,191508
191547,191547
191558,191558
191616,191616
191626,191626
191637,191637
191638,191638
191644,191644
191647,191647
191656,191656
191698,191698
191704,191704
191706,191706
191712,191712
191761,191761
191776,191776
191780,191780
191801,191801
191803,191803
191869,191869
191916,191916
191951,191951
191962,191962
191974,191974
192009,192009
192013,192013
192019,192019
192047,192047
192055,192055
192092,192092
192096,192096
192098,192098
192106,192106
192115,192115
192136,192136
192159,192159
192177,192177
192194,192194
192211,192211
192233,192233
192250,192250
192271,192271
192275,192275
192315,192315
192319,192319
192326,192326
192344,192344
192355,192355
192396,192396
192399,192399
192405,192405
192407,192407
192423,192423
192440,192440
192447,192447
192449,192449
192452,192452
192536,192536
192543,192543
192551,192551
192600,192600
192601,192601
192605,192605
192625,192625
192644,192644
192685,192685
192691,192691
192700,192700
192743,192743
192745,192745
192772,192772
192774,192774
192797,192797
192810,192810
192821,192821
192824,192824
192859,192859
192957,192957
192966,192966
192994,192994
193020,193020
193150,193150
193161,193161
193165,193165
193171,193171
193196,193196
193197,193197
193212,193212
193214,193214
193255,193255
193275,193275
193278,193278
193280,193280
193303,193303
193334,193334
193336,193336
193349,193349
193353,193353
193365,193365
193385,193385
193419,193419
193440,193440
193442,193442
193468,193468
193485,193485
193492,193492
193509,193509
193519,193519
193559,193559
193564,193564
193582,193582
193600,193600
193615,193615
193625,193625
193632,193632
193655,193655
193662,193662
193665,193665
193722,193722
193726,193726
193747,193747
193775,193775
193781,193781
193824,193824
193868,193868
193890,193890
193901,193901
193915,193915
193928,193928
193946,193946
193951,193951
193992,193992
194009,194009
194065,194065
194102,194102
194131,194131
194135,194135
194144,194144
194162,194162
194200,194200
194210,194210
194232,194232
194235,194235
194244,194244
194254,194254
194255,194255
194266,194266
194290,194290
194293,194293
194297,194297
194299,194299
194305,194305
194386,194386
194394,194394
194419,194419
194441,194441
194460,194460
194480,194480
194482,194482
194493,194493
194532,194532
194536,194536
194537,194537
194569,194569
194571,194571
194586,194586
194593,194593
194636,194636
194657,194657
194694,194694
194709,194709
194719,194719
194737,194737
194746,194746
194758,194758
194762,194762
194786,194786
194787,194787
194829,194829
194841,194841
194847,194847
194859,194859
194867,194867
194885,194885
194886,194886
194916,194916
194959,194959
195015,195015
195018,195018
195039,195039
195052,195052
195057,195057
195059,195059
195069,195069
195097,195097
195131,195131
195137,195137
195150,195150
195157,195157
195164,195164
195170,195170
195185,195185
195187,195187
195317,195317
195328,195328
195334,195334
195343,195343
195368,195368
195385,195385
195402,195402
195419,195419
195446,195446
195491,195491
195496,195496
195508,195508
195519,195519
195524,195524
195529,195529
195539,195539
195561,195561
195590,195590
195594,195594
195603,195603
195604,195604
195654,195654
195684,195684
195712,195712
195731,195731
195781,195781
195806,195806
195848,195848
195869,195869
195890,195890
195895,195895
195912,195912
195926,195926
195931,195931
195960,195960
195962,195962
195963,195963
195985,195985
195994,195994
196016,196016
196051,196051
196080,196080
196085,196085
196090,196090
196096,196096
196110,196110
196111,196111
196146,196146
196154,196154
196184,196184
196202,196202
196205,196205
196219,196219
196223,196223
196240,196240
196251,196251
196255,196255
196286,196286
196292,196292
196315,196315
196361,196361
196367,196367
196382,196382
196387,196387
196398,196398
196400,196400
196442,196442
196467,196467
196514,196514
196558,196558
196583,196583
196629,196629
196653,196653
196664,196664
196692,196692
196734,196734
196757,196757
196779,196779
196784,196784
196792,196792
196798,196798
196799,196799
196832,196832
196845,196845
196856,196856
196863,196863
196892,196892
196894,196894
196899,196899
196905,196905
196920,196920
196931,196931
196979,196979
196980,196980
196992,196992
196997,196997
197047,197047
197062,197062
197063,197063
197067,197067
197072,197072
197086,197086
197096,197096
197113,197113
197134,197134
197138,197138
197159,197159
197192,197192
197196,197196
197199,197199
197200,197200
197220,197220
197239,197239
197241,197241
197320,197320
197327,197327
197332,197332
197473,197473
197481,197481
197491,197491
197509,197509
197556,197556
197558,197558
197578,197578
197606,197606
197628,197628
197642,197642
197750,197750
197768,197768
197782,197782
197788,197788
197855,197855
197867,197867
197873,197873
197890,197890
197939,197939
197960,197960
198014,198014
198042,198042
198090,198090
198102,198102
198114,198114
198119,198119
198167,198167
198200,198200
198213,198213
198217,198217
198218,198218
198234,198234
198236,198236
198242,198242
198244,198244
198250,198250
198252,198252
198260,198260
198263,198263
198274,198274
198336,198336
198343,198343
198354,198354
198383,198383
198407,198407
198416,198416
198456,198456
198499,198499
198545,198545
198570,198570
198581,198581
198625,198625
198645,198645
198661,198661
198663,198663
198666,198666
198673,198673
198674,198674
198693,198693
198703,198703
198713,198713
198735,198735
198758,198758
198766,198766
198785,198785
198794,198794
198811,198811
198813,198813
198836,198836
198866,198866
198878,198878
198900,198900
198936,198936
198961,198961
198980,198980
198990,198990
199016,199016
199019,199019
199034,199034
199041,199041
199042,199042
199054,199054
199060,199060
199068,199068
199073,199073
199089,199089
199100,199100
199124,199124
199136,199136
199156,199156
199157,199157
199166,199166
199192,199192
199226,199226
199231,199231
199239,199239
199279,199279
199405,199405
199456,199456
199478,199478
199494,199494
199507,199507
199509,199509
199513,199513
199519,199519
199522,199522
199537,199537
199603,199603
199610,199610
199617,199617
199632,199632
199652,199652
199708,199708
199773,199773
199789,199789
199792,199792
199810,199810
199811,199811
199839,199839
199854,199854
199886,199886
199910,199910
199957,199957
199977,199977
199989,199989
200041,200041
200065,200065
200067,200067
200092,200092
200105,200105
200119,200119
200134,200134
200168,200168
200188,200188
200242,200242
200252,200252
200253,200253
200301,200301
200315,200315
200321,200321
200366,200366
200394,200394
200422,200422
200507,200507
200519,200519
200552,200552
200568,200568
200570,200570
200593,200593
200608,200608
200609,200609
200652,200652
200670,200670
200674,200674
200681,200681
200715,200715
200718,200718
200726,200726
200734,200734
200744,200744
200760,200760
200764,200764
200802,200802
200846,200846
200863,200863
200872,200872
200877,200877
200890,200890
200899,200899
200926,200926
200960,200960
200977,200977
200991,200991
201003,201003
201007,201007
201042,201042
201052,201052
201054,201054
201055,201055
201082,201082
201154,201154
201220,201220
201256,201256
201269,201269
201273,201273
201276,201276
201283,201283
201292,201292
201339,201339
201343,201343
201355,201355
201356,201356
201365,201365
201398,201398
201430,201430
201436,201436
201464,201464
201468,201468
201475,201475
201499,201499
201527,201527
201536,201536
201561,201561
201564,201564
201574,201574
201578,201578
201638,201638
201666,201666
201675,201675
201680,201680
201683,201683
201691,201691
201713,201713
201748,201748
201791,201791
201814,201814
201816,201816
201857,201857
201890,201890
201891,201891
201916,201916
201947,201947
201961,201961
201963,201963
201995,201995
202035,202035
202052,202052
202080,202080
202117,202117
202181,202181
202190,202190
202197,202197
202227,202227
202232,202232
202248,202248
202253,202253
202271,202271
202274,202274
202293,202293
202299,202299
202309,202309
202315,202315
202329,202329
202358,202358
202359,202359
202405,202405
202407,202407
202409,202409
202412,202412
202414,202414
202443,202443
202494,202494
202497,202497
202503,202503
202515,202515
202553,202553
202588,202588
202680,202680
202698,202698
202717,202717
202777,202777
202807,202807
202859,202859
202864,202864
202921,202921
202923,202923
202964,202964
203000,203000
203033,203033
203084,203084
203098,203098
203133,203133
203143,203143
203148,203148
203168,203168
203174,203174
203184,203184
203203,203203
203243,203243
203245,203245
203287,203287
203293,203293
203306,203306
203336,203336
203337,203337
203338,203338
203378,203378
203397,203397
203404,203404
203409,203409
203413,203413
203419,203419
203424,203424
203476,203476
203503,203503
203517,203517
203519,203519
203549,203549
203550,203550
203577,203577
203584,203584
203597,203597
203607,203607
203633,203633
203653,203653
203660,203660
203696,203696
203698,203698
203724,203724
203745,203745
203759,203759
203772,203772
203773,203773
203777,203777
203783,203783
203786,203786
203800,203800
203801,203801
203809,203809
203820,203820
203834,203834
203864,203864
203890,203890
203896,203896
203923,203923
203932,203932
203947,203947
203950,203950
203954,203954
203970,203970
203973,203973
204000,204000
204014,204014
204036,204036
204042,204042
204118,204118
204131,204131
204151,204151
204174,204174
204181,204181
204220,204220
204311,204311
204327,204327
204333,204333
204343,204343
204375,204375
204405,204405
204432,204432
204462,204462
204475,204475
204477,204477
204484,204484
204507,204507
204567,204567
204604,204604
204666,204666
204667,204667
204680,204680
204686,204686
204698,204698
204736,204736
204743,204743
204754,204754
204763,204763
204773,204773
204775,204775
204812,204812
204840,204840
204841,204841
204852,204852
204899,204899
204906,204906
204926,204926
204934,204934
204935,204935
204939,204939
204947,204947
205013,205013
205026,205026
205045,205045
205053,205053
205063,205063
205094,205094
205111,205111
205156,205156
205170,205170
205181,205181
205184,205184
205195,205195
205197,205197
205205,205205
205256,205256
205287,205287
205367,205367
205371,205371
205402,205402
205413,205413
205417,205417
205426,205426
205430,205430
205433,205433
205445,205445
205465,205465
205473,205473
205511,205511
205526,205526
205567,205567
205606,205606
205629,205629
205635,205635
205636,205636
205650,205650
205656,205656
205658,205658
205671,205671
205675,205675
205689,205689
205695,205695
205697,205697
205698,205698
205718,205718
205720,205720
205763,205763
205765,205765
205785,205785
205820,205820
205826,205826
205840,205840
205855,205855
205871,205871
205876,205876
206015,206015
206046,206046
206047,206047
206050,206050
206071,206071
206086,206086
206108,206108
206149,206149
206172,206172
206207,206207
206266,206266
206296,206296
206303,206303
206328,206328
206350,206350
206366,206366
206374,206374
206385,206385
206388,206388
206403,206403
206420,206420
206424,206424
206446,206446
206452,206452
206466,206466
206476,206476
206495,206495
206496,206496
206537,206537
206549,206549
206576,206576
206591,206591
206598,206598
206605,206605
206619,206619
206623,206623
206642,206642
206659,206659
206684,206684
206701,206701
206705,206705
206706,206706
206714,206714
206720,206720
206729,206729
206735,206735
206741,206741
206773,206773
206779,206779
206786,206786
206815,206815
206862,206862
206890,206890
206914,206914
206921,206921
206925,206925
206941,206941
206945,206945
206955,206955
206978,206978
206991,206991
206992,206992
207001,207001
207037,207037
207047,207047
207088,207088
207091,207091
207110,207110
207171,207171
207172,207172
207195,207195
207197,207197
207240,207240
207254,207254
207260,207260
207262,207262
207269,207269
207320,207320
207325,207325
207352,207352
207370,207370
207372,207372
207377,207377
207387,207387
207427,207427
207432,207432
207453,207453
207469,207469
207484,207484
207492,207492
207500,207500
207543,207543
207576,207576
207623,207623
207625,207625
207626,207626
207629,207629
207669,207669
207681,207681
207686,207686
207700,207700
207712,207712
207729,207729
207779,207779
207784,207784
207786,207786
207821,207821
207835,207835
207865,207865
207877,207877
207881,207881
207888,207888
207915,207915
207938,207938
207986,207986
207990,207990
207994,207994
208000,208000
208074,208074
208084,208084
208098,208098
208107,208107
208136,208136
208151,208151
208155,208155
208241,208241
208270,208270
208273,208273
208314,208314
208323,208323
208329,208329
208368,208368
208375,208375
208423,208423
208485,208485
208500,208500
208508,208508
208516,208516
208553,208553
208586,208586
208607,208607
208609,208609
208630,208630
208634,208634
208642,208642
208653,208653
208660,208660
208668,208668
208671,208671
208672,208672
208727,208727
208739,208739
208766,208766
208784,208784
208787,208787
208882,208882
208883,208883
208921,208921
208940,208940
208954,208954
208967,208967
208974,208974
208999,208999
209021,209021
209022,209022
209035,209035
209043,209043
209058,209058
209093,209093
209102,209102
209107,209107
209130,209130
209134,209134
209154,209154
209166,209166
209167,209167
209185,209185
209214,209214
209249,209249
209357,209357
209386,209386
209397,209397
209400,209400
209405,209405
209485,209485
209495,209495
209504,209504
209505,209505
209601,209601
209608,209608
209675,209675
209684,209684
209729,209729
209736,209736
209741,209741
209780,209780
209800,209800
209801,209801
209810,209810
209816,209816
209831,209831
209850,209850
209859,209859
209863,209863
209884,209884
209886,209886
209893,209893
209914,209914
209964,209964
210001,210001
210004,210004
210007,210007
210020,210020
210029,210029
210030,210030
210061,210061
210067,210067
210090,210090
210100,210100
210150,210150
210168,210168
210184,210184
210205,210205
210207,210207
210226,210226
210229,210229
210236,210236
210247,210247
210291,210291
210318,210318
210344,210344
210385,210385
210391,210391
210420,210420
210440,210440
210442,210442
210444,210444
210451,210451
210474,210474
210479,210479
210485,210485
210498,210498
210506,210506
210536,210536
210569,210569
210582,210582
210585,210585
210594,210594
210636,210636
210647,210647
210687,210687
210707,210707
210724,210724
210725,210725
210734,210734
210746,210746
210752,210752
210761,210761
210765,210765
210768,210768
210770,210770
210777,210777
210790,210790
210798,210798
210825,210825
210835,210835
210913,210913
210931,210931
210971,210971
210979,210979
210994,210994
211006,211006
211016,211016
211023,211023
211030,211030
211058,211058
211080,211080
211119,211119
211126,211126
211127,211127
211144,211144
211186,211186
211198,211198
211214,211214
211236,211236
211246,211246
211364,211364
211377,211377
211383,211383
211388,211388
211468,211468
211475,211475
211494,211494
211507,211507
211524,211524
211532,211532
211536,211536
211547,211547
211589,211589
211596,211596
211625,211625
211669,211669
211690,211690
211697,211697
211714,211714
211715,211715
211716,211716
211755,211755
211768,211768
211773,211773
211784,211784
211802,211802
211842,211842
211844,211844
211848,211848
211875,211875
211891,211891
211966,211966
211978,211978
211984,211984
211989,211989
211995,211995
212125,212125
212128,212128
212130,212130
212132,212132
212139,212139
212152,212152
212205,212205
212209,212209
212216,212216
212224,212224
212225,212225
212230,212230
212243,212243
212245,212245
212255,212255
212260,212260
212289,212289
212301,212301
212304,212304
212317,212317
212430,212430
212449,212449
212460,212460
212484,212484
212497,212497
212544,212544
212552,212552
212587,212587
212602,212602
212622,212622
212655,212655
212671,212671
212707,212707
212719,212719
212735,212735
212742,212742
212800,212800
212821,212821
212843,212843
212856,212856
212862,212862
212869,212869
212890,212890
212945,212945
212950,212950
212951,212951
212955,212955
212975,212975
212977,212977
213013,213013
213029,213029
213049,213049
213062,213062
213086,213086
213112,213112
213113,213113
213116,213116
213121,213121
213140,213140
213155,213155
213204,213204
213206,213206
213220,213220
213256,213256
213263,213263
213277,213277
213289,213289
213297,213297
213302,213302
213303,213303
213307,213307
213372,213372
213387,213387
213432,213432
213464,213464
213480,213480
213516,213516
213521,213521
213543,213543
213545,213545
213566,213566
213571,213571
213579,213579
213596,213596
213612,213612
213618,213618
213619,213619
213632,213632
213643,213643
213652,213652
213689,213689
213719,213719
213723,213723
213753,213753
213794,213794
213807,213807
213890,213890
213906,213906
213934,213934
213948,213948
213979,213979
213995,213995
214005,214005
214030,214030
214032,214032
214074,214074
214095,214095
214123,214123
214124,214124
214181,214181
214271,214271
214275,214275
214276,214276
214283,214283
214316,214316
214322,214322
214331,214331
214354,214354
214375,214375
214412,214412
214461,214461
214482,214482
214497,214497
214504,214504
214518,214518
214579,214579
214595,214595
214605,214605
214614,214614
214636,214636
214639,214639
214655,214655
214716,214716
214727,214727
214732,214732
214734,214734
214737,214737
214822,214822
214915,214915
214919,214919
214922,214922
214926,214926
214935,214935
214995,214995
214997,214997
215006,215006
215020,215020
215026,215026
215042,215042
215051,215051
215089,215089
215105,215105
215107,215107
215169,215169
215178,215178
215217,215217
215257,215257
215260,215260
215264,215264
215294,215294
215311,215311
215331,215331
215369,215369
215385,215385
215398,215398
215401,215401
215408,215408
215415,215415
215424,215424
215425,215425
215444,215444
215473,215473
215491,215491
215500,215500
215508,215508
215521,215521
215598,215598
215624,215624
215639,215639
215659,215659
215669,215669
215686,215686
215689,215689
215701,215701
215703,215703
215715,215715
215717,215717
215719,215719
215733,215733
215751,215751
215770,215770
215821,215821
215832,215832
215838,215838
215845,215845
215860,215860
215869,215869
215911,215911
215952,215952
215985,215985
215990,215990
215995,215995
216045,216045
216070,216070
216072,216072
216082,216082
216094,216094
216095,216095
216109,216109
216122,216122
216137,216137
216139,216139
216152,216152
216166,216166
216180,216180
216181,216181
216207,216207
216241,216241
216248,216248
216255,216255
216269,216269
216279,216279
216289,216289
216326,216326
216329,216329
216333,216333
216335,216335
216359,216359
216412,216412
216445,216445
216450,216450
216458,216458
216467,216467
216487,216487
216512,216512
216517,216517
216527,216527
216561,216561
216573,216573
216596,216596
216606,216606
216624,216624
216652,216652
216658,216658
216661,216661
216672,216672
216689,216689
216700,216700
216719,216719
216721,216721
216725,216725
216737,216737
216762,216762
216766,216766
216832,216832
216851,216851
216927,216927
216929,216929
216937,216937
216948,216948
216953,216953
216957,216957
216972,216972
217000,217000
217021,217021
217043,217043
217054,217054
217068,217068
217071,217071
217074,217074
217090,217090
217092,217092
217118,217118
217124,217124
217163,217163
217179,217179
217188,217188
217204,217204
217235,217235
217261,217261
217263,217263
217276,217276
217284,217284
217304,217304
217364,217364
217392,217392
217401,217401
217418,217418
217426,217426
217428,217428
217458,217458
217470,217470
217497,217497
217508,217508
217516,217516
217578,217578
217589,217589
217616,217616
217639,217639
217686,217686
217695,217695
217700,217700
217705,217705
217712,217712
217751,217751
217754,217754
217761,217761
217762,217762
217772,217772
217792,217792
217812,217812
217824,217824
217862,217862
217932,217932
217982,217982
217987,217987
218018,218018
218025,218025
218026,218026
218041,218041
218097,218097
218099,218099
218122,218122
218127,218127
218129,218129
218133,218133
218161,218161
218172,218172
218188,218188
218218,218218
218223,218223
218241,218241
218277,218277
218278,218278
218309,218309
218313,218313
218341,218341
218357,218357
218362,218362
218383,218383
218396,218396
218501,218501
218532,218532
218538,218538
218545,218545
218566,218566
218576,218576
218589,218589
218601,218601
218624,218624
218648,218648
218652,218652
218672,218672
218757,218757
218784,218784
218814,218814
218829,218829
218867,218867
218913,218913
218964,218964
218973,218973
219013,219013
219028,219028
219077,219077
219112,219112
219139,219139
219160,219160
219192,219192
219198,219198
219234,219234
219260,219260
219270,219270
219276,219276
219304,219304
219307,219307
219320,219320
219358,219358
219372,219372
219380,219380
219413,219413
219417,219417
219427,219427
219431,219431
219441,219441
219523,219523
219529,219529
219531,219531
219532,219532
219538,219538
219553,219553
219555,219555
219566,219566
219631,219631
219646,219646
219659,219659
219719,219719
219720,219720
219779,219779
219800,219800
219806,219806
219857,219857
219883,219883
219886,219886
219887,219887
219894,219894
219905,219905
219922,219922
219924,219924
219952,219952
219954,219954
219970,219970
219999,219999
220000,220000
220012,220012
220027,220027
220049,220049
220131,220131
220139,220139
220176,220176
220187,220187
220195,220195
220204,220204
220274,220274
220323,220323
220329,220329
220355,220355
220358,220358
220377,220377
220407,220407
220420,220420
220449,220449
220463,220463
220473,220473
220485,220485
220502,220502
220538,220538
220548,220548
220551,220551
220560,220560
220564,220564
220601,220601
220616,220616
220643,220643
220650,220650
220654,220654
220677,220677
220754,220754
220794,220794
220807,220807
220808,220808
220822,220822
220855,220855
220892,220892
220953,220953
220958,220958
220964,220964
220975,220975
221002,221002
221014,221014
221015,221015
221019,221019
221027,221027
221059,221059
221065,221065
221073,221073
221074,221074
221075,221075
221101,221101
221106,221106
221114,221114
221123,221123
221151,221151
221204,221204
221205,221205
221224,221224
221254,221254
221256,221256
221276,221276
221287,221287
221289,221289
221298,221298
221300,221300
221312,221312
221321,221321
221322,221322
221327,221327
221328,221328
221341,221341
221345,221345
221361,221361
221417,221417
221435,221435
221446,221446
221460,221460
221469,221469
221504,221504
221525,221525
221528,221528
221551,221551
221552,221552
221567,221567
221595,221595
221622,221622
221627,221627
221632,221632
221643,221643
221686,221686
221709,221709
221721,221721
221778,221778
221813,221813
221849,221849
221862,221862
221906,221906
221926,221926
221930,221930
221982,221982
221987,221987
221993,221993
221997,221997
222006,222006
222033,222033
222041,222041
222050,222050
222065,222065
222067,222067
222068,222068
222085,222085
222102,222102
222117,222117
222123,222123
222132,222132
222158,222158
222201,222201
222205,222205
222239,222239
222278,222278
222302,222302
222305,222305
222367,222367
222369,222369
222399,222399
222425,222425
222434,222434
222438,222438
222442,222442
222453,222453
222466,222466
222490,222490
222492,222492
222504,222504
222518,222518
222522,222522
222552,222552
222567,222567
222579,222579
222587,222587
222608,222608
222642,222642
222644,222644
222743,222743
222748,222748
222823,222823
222847,222847
222869,222869
222871,222871
222874,222874
222879,222879
222929,222929
222960,222960
223018,223018
223045,223045
223049,223049
223052,223052
223081,223081
223095,223095
223107,223107
223145,223145
223150,223150
223160,223160
223178,223178
223204,223204
223224,223224
223228,223228
223238,223238
223263,223263
223283,223283
223291,223291
223304,223304
223325,223325
223354,223354
223382,223382
223462,223462
223474,223474
223484,223484
223510,223510
223514,223514
223534,223534
223538,223538
223553,223553
223587,223587
223632,223632
223638,223638
223684,223684
223741,223741
223772,223772
223822,223822
223827,223827
223840,223840
223946,223946
223951,223951
223958,223958
224000,224000
224051,224051
224066,224066
224130,224130
224132,224132
224175,224175
224183,224183
224207,224207
224223,224223
224229,224229
224262,224262
224267,224267
224279,224279
224288,224288
224298,224298
224305,224305
224308,224308
224330,224330
224334,224334
224366,224366
224369,224369
224384,224384
224402,224402
224404,224404
224426,224426
224434,224434
224438,224438
224452,224452
224465,224465
224487,224487
224514,224514
224530,224530
224553,224553
224566,224566
224576,224576
224607,224607
224624,224624
224634,224634
224664,224664
224666,224666
224684,224684
224685,224685
224697,224697
224703,224703
224722,224722
224737,224737
224740,224740
224790,224790
224853,224853
224854,224854
224907,224907
224920,224920
224952,224952
224995,224995
225009,225009
225068,225068
225077,225077
225078,225078
225087,225087
225088,225088
225108,225108
225116,225116
225138,225138
225202,225202
225205,225205
225222,225222
225229,225229
225232,225232
225250,225250
225254,225254
225262,225262
225263,225263
225279,225279
225282,225282
225284,225284
225327,225327
225328,225328
225357,225357
225363,225363
225364,225364
225370,225370
225387,225387
225416,225416
225425,225425
225482,225482
225486,225486
225511,225511
225529,225529
225536,225536
225576,225576
225586,225586
225587,225587
225594,225594
225604,225604
225658,225658
225683,225683
225685,225685
225710,225710
225743,225743
225746,225746
225770,225770
225774,225774
225793,225793
225804,225804
225805,225805
225807,225807
225852,225852
225868,225868
225879,225879
225885,225885
225891,225891
225909,225909
225920,225920
225936,225936
225937,225937
225945,225945
225946,225946
225957,225957
225972,225972
225989,225989
226042,226042
226050,226050
226110,226110
226150,226150
226194,226194
226233,226233
226325,226325
226341,226341
226360,226360
226387,226387
226397,226397
226407,226407
226422,226422
226447,226447
226502,226502
226533,226533
226544,226544
226547,226547
226559,226559
226569,226569
226591,226591
226610,226610
226623,226623
226643,226643
226655,226655
226661,226661
226676,226676
226710,226710
226727,226727
226771,226771
226787,226787
226804,226804
226842,226842
226847,226847
226849,226849
226866,226866
226890,226890
226913,226913
226915,226915
226921,226921
226923,226923
226924,226924
226930,226930
226948,226948
227009,227009
227015,227015
227027,227027
227028,227028
227032,227032
227042,227042
227048,227048
227059,227059
227083,227083
227101,227101
227106,227106
227109,227109
227116,227116
227133,227133
227183,227183
227230,227230
227234,227234
227239,227239
227245,227245
227247,227247
227253,227253
227255,227255
227256,227256
227274,227274
227275,227275
227293,227293
227303,227303
227324,227324
227398,227398
227412,227412
227429,227429
227461,227461
227477,227477
227524,227524
227541,227541
227547,227547
227559,227559
227565,227565
227575,227575
227581,227581
227591,227591
227601,227601
227639,227639
227664,227664
227723,227723
227733,227733
227753,227753
227759,227759
227796,227796
227797,227797
227804,227804
227808,227808
227818,227818
227841,227841
227872,227872
227906,227906
227992,227992
227996,227996
228014,228014
228030,228030
228033,228033
228038,228038
228113,228113
228120,228120
228127,228127
228185,228185
228207,228207
228215,228215
228222,228222
228251,228251
228272,228272
228273,228273
228281,228281
228293,228293
228352,228352
228385,228385
228415,228415
228434,228434
228469,228469
228480,228480
228482,228482
228516,228516
228518,228518
228557,228557
228580,228580
228639,228639
228642,228642
228643,228643
228646,228646
228662,228662
228663,228663
228664,228664
228665,228665
228673,228673
228680,228680
228718,228718
228725,228725
228729,228729
228750,228750
228757,228757
228770,228770
228772,228772
228780,228780
228801,228801
228820,228820
228842,228842
228896,228896
228898,228898
228921,228921
228949,228949
228984,228984
229000,229000
229031,229031
229052,229052
229075,229075
229092,229092
229094,229094
229166,229166
229202,229202
229210,229210
229225,229225
229230,229230
229232,229232
229245,229245
229265,229265
229291,229291
229304,229304
229308,229308
229314,229314
229330,229330
229346,229346
229357,229357
229374,229374
229386,229386
229391,229391
229478,229478
229515,229515
229527,229527
229530,229530
229531,229531
229532,229532
229538,229538
229602,229602
229612,229612
229617,229617
229621,229621
229631,229631
229636,229636
229638,229638
229677,229677
229685,229685
229704,229704
229778,229778
229799,229799
229825,229825
229842,229842
229851,229851
229861,229861
229873,229873
229892,229892
229908,229908
230007,230007
230027,230027
230041,230041
230070,230070
230078,230078
230089,230089
230101,230101
230124,230124
230128,230128
230176,230176
230207,230207
230234,230234
230237,230237
230240,230240
230297,230297
230311,230311
230317,230317
230341,230341
230358,230358
230366,230366
230429,230429
230442,230442
230484,230484
230503,230503
230561,230561
230658,230658
230666,230666
230693,230693
230717,230717
230763,230763
230797,230797
230800,230800
230809,230809
230811,230811
230840,230840
230849,230849
230869,230869
230875,230875
230908,230908
230942,230942
230977,230977
230989,230989
231013,231013
231032,231032
231039,231039
231041,231041
231047,231047
231055,231055
231080,231080
231084,231084
231089,231089
231090,231090
231097,231097
231115,231115
231193,231193
231233,231233
231273,231273
231286,231286
231295,231295
231319,231319
231374,231374
231420,231420
231453,231453
231485,231485
231503,231503
231508,231508
231513,231513
231530,231530
231586,231586
231592,231592
231614,231614
231619,231619
231630,231630
231634,231634
231641,231641
231684,231684
231685,231685
231729,231729
231763,231763
231774,231774
231854,231854
231888,231888
231893,231893
231914,231914
231928,231928
231992,231992
232022,232022
232081,232081
232091,232091
232099,232099
232103,232103
232119,232119
232123,232123
232175,232175
232203,232203
232260,232260
232275,232275
232290,232290
232317,232317
232331,232331
232389,232389
232390,232390
232422,232422
232428,232428
232443,232443
232468,232468
232497,232497
232526,232526
232534,232534
232547,232547
232553,232553
232555,232555
232565,232565
232575,232575
232588,232588
232617,232617
232664,232664
232669,232669
232675,232675
232676,232676
232685,232685
232699,232699
232703,232703
232708,232708
232727,232727
232731,232731
232748,232748
232755,232755
232768,232768
232775,232775
232811,232811
232820,232820
232828,232828
232867,232867
232871,232871
232879,232879
232884,232884
232898,232898
232907,232907
232923,232923
232924,232924
232933,232933
232941,232941
232943,232943
232961,232961
232973,232973
232981,232981
233006,233006
233017,233017
233040,233040
233048,233048
233051,233051
233071,233071
233084,233084
233110,233110
233121,233121
233150,233150
233180,233180
233182,233182
233230,233230
233236,233236
233257,233257
233264,233264
233270,233270
233278,233278
233307,233307
233318,233318
233330,233330
233357,233357
233382,233382
233390,233390
233392,233392
233398,233398
233431,233431
233437,233437
233459,233459
233464,233464
233470,233470
233555,233555
233568,233568
233605,233605
233615,233615
233677,233677
233681,233681
233728,233728
233753,233753
233766,233766
233768,233768
233782,233782
233821,233821
233831,233831
233877,233877
233918,233918
233963,233963
233969,233969
233971,233971
233979,233979
233991,233991
233997,233997
234040,234040
234047,234047
234067,234067
234085,234085
234229,234229
234246,234246
234249,234249
234256,234256
234267,234267
234285,234285
234293,234293
234298,234298
234310,234310
234320,234320
234354,234354
234373,234373
234388,234388
234435,234435
234454,234454
234474,234474
234486,234486
234515,234515
234543,234543
234555,234555
234586,234586
234588,234588
234589,234589
234620,234620
234630,234630
234633,234633
